form_index,form_group_id,section_number,part_index,part_count,form_title,website_label,description,source_rows,question_count,total_points,question_number_in_form,source_file,source_sheet,source_row,section,rule,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,points,feedback
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,3,Chapter2_Section4.xlsx,Chapter2_Section4,4,Chapter 2 Section 4,20401,Which option correctly lists categories of short-term appointment under Rule 020401?,"Contract Appointment, Sabbatical Appointment, Career Exchange Programme, Talent Sourcing Strategy, Internship and Volunteerism","Probation, Promotion, Retirement and Dismissal","Annual Leave, Casual Leave, Sick Leave and Maternity Leave","Posting, Transfer, Discipline and Appeal",A,"Contract Appointment, Sabbatical Appointment, Career Exchange Programme, Talent Sourcing Strategy, Internship and Volunteerism",1,"Correct. PSR Rule 020401 lists Contract Appointment, Sabbatical Appointment, Career Exchange Programme, Talent Sourcing Strategy, Internship and Volunteerism as categories of short-term appointment."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,4,Chapter2_Section4.xlsx,Chapter2_Section4,5,Chapter 2 Section 4,20401,Short-term appointments under Rule 020401 may involve specialized skills that are what?,Only political skills,Only skills prescribed in disciplinary rules,Prescribed or not prescribed in the Schemes of Service,Only skills used by retired Officers,C,Prescribed or not prescribed in the Schemes of Service,1,"Correct. Under PSR Rule 020401, specialized or new/emerging skills may or may not have been prescribed in the Schemes of Service."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,5,Chapter2_Section4.xlsx,Chapter2_Section4,6,Chapter 2 Section 4,20402,What is a Contract Appointment under Rule 020402?,A permanent pensionable appointment,A temporary appointment that does not provide for payment of pension,An automatic promotion into a senior post,A leave arrangement for study abroad,B,A temporary appointment that does not provide for payment of pension,1,"Correct. Under PSR Rule 020402, a Contract Appointment is a temporary appointment that does not provide for payment of pension and is made for a specific period."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,6,Chapter2_Section4.xlsx,Chapter2_Section4,7,Chapter 2 Section 4,20402,Who makes contract appointment to posts under Rule 020402 in the core Federal Civil Service?,The Staff Union,The Federal Civil Service Commission,The Officer’s family,The Pension Fund Administrator,B,The Federal Civil Service Commission,1,"Correct. Under PSR Rule 020402, contract appointment to the relevant level is made by the Federal Civil Service Commission in the core Federal Civil Service."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,7,Chapter2_Section4.xlsx,Chapter2_Section4,8,Chapter 2 Section 4,20402,Who makes contract appointment in Parastatals and Agencies under Rule 020402?,The Governing Board,The Officer’s colleague,The Federal Road Safety Corps only,The Staff Union,A,The Governing Board,1,"Correct. Under PSR Rule 020402, in the case of Parastatals and Agencies, contract appointment is made by the Governing Board."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,8,Chapter2_Section4.xlsx,Chapter2_Section4,9,Chapter 2 Section 4,20402,How must a contract appointment be recorded under Rule 020402?,By verbal promise only,In a formal document of agreement,By social media announcement,By informal office note,B,In a formal document of agreement,1,"Correct. Under PSR Rule 020402, a contract appointment must be recorded in a formal document of agreement."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,9,Chapter2_Section4.xlsx,Chapter2_Section4,10,Chapter 2 Section 4,20403,Contract Appointment may be offered where the Service no longer has what?,Officers with specific skills needed to perform related functions,Annual leave rosters,Enough official vehicles,Staff quarters,A,Officers with specific skills needed to perform related functions,1,"Correct. Under PSR Rule 020403(i), Contract Appointment may be offered if it is established that the Service no longer has Officers with specific skills provided in the approved Schemes of Service to perform the related functions."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,10,Chapter2_Section4.xlsx,Chapter2_Section4,11,Chapter 2 Section 4,20403,"Under Rule 020403, contract appointment may arise from which situation?","Emerging cadres, courses, skills and the creation of new ones",An Officer’s refusal to resume from leave,Disciplinary punishment,Failure to sign attendance register,A,"Emerging cadres, courses, skills and the creation of new ones",1,"Correct. Under PSR Rule 020403(ii), Contract Appointment may be based on circumstances arising from emerging cadres, courses, skills and the creation of new ones as well as prevailing realities."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,11,Chapter2_Section4.xlsx,Chapter2_Section4,12,Chapter 2 Section 4,20403,Contract Appointment may be tied to what under Rule 020403?,Funded projects or programmes with specified life span,Unapproved private business,Permanent tenure without end,Annual leave computation,A,Funded projects or programmes with specified life span,1,"Correct. Under PSR Rule 020403(iii), Contract Appointment may be tied to funded projects or programmes with specified life span."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,12,Chapter2_Section4.xlsx,Chapter2_Section4,13,Chapter 2 Section 4,20403,When may Contract Appointment be offered to expatriates under Rule 020403?,Only when suitable Nigerians are not available,Whenever expatriates apply first,Only when a post is below GL. 06,Only after all Nigerians are retired,A,Only when suitable Nigerians are not available,1,"Correct. Under PSR Rule 020403(iv), Contract Appointment may be offered to expatriates only when suitable Nigerians are not available."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,13,Chapter2_Section4.xlsx,Chapter2_Section4,14,Chapter 2 Section 4,20403,Which Nigerian may be considered for Contract Appointment under Rule 020403?,A pensioner,A newly recruited Officer on probation only,An Officer under dismissal,Any person without specialized skill,A,A pensioner,1,"Correct. Under PSR Rule 020403(v)(a), Contract Appointment may be offered to Nigerians if they are pensioners."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,14,Chapter2_Section4.xlsx,Chapter2_Section4,15,Chapter 2 Section 4,20403,"Under Rule 020403, a Nigerian may be considered for Contract Appointment if he is at least what age at the time of appointment?",35 years,40 years,45 years,50 years,D,50 years,1,"Correct. Under PSR Rule 020403(v)(b), Contract Appointment may be offered to Nigerians if they are 50 years of age or over at the time they are being appointed."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,15,Chapter2_Section4.xlsx,Chapter2_Section4,16,Chapter 2 Section 4,20403,"Where a Nigerian specifically requests employment on contract terms, what further condition applies under Rule 020403?",It must be deemed in the best interest of the Service,It must be approved by the Staff Union only,It must be for annual leave purposes,It must avoid advertisement always,A,It must be deemed in the best interest of the Service,1,"Correct. Under PSR Rule 020403(v)(c), a Nigerian who specifically requests contract terms may be employed if it is deemed in the best interest of the Service."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,16,Chapter2_Section4.xlsx,Chapter2_Section4,17,Chapter 2 Section 4,20403,"Where specialized competencies or skills are required for Contract Appointment, how must the post be advertised under Rule 020403?",In at least three national newspapers,Only on a notice board,Only by word of mouth,Only through a private WhatsApp group,A,In at least three national newspapers,1,"Correct. Under PSR Rule 020403(v)(d), where the candidate possesses specialized competencies or skills, such posts must be duly advertised in at least three national newspapers."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,17,Chapter2_Section4.xlsx,Chapter2_Section4,18,Chapter 2 Section 4,20404,"Under Rule 020404, the conditions of service of an Officer on short-term appointment are those provided where?",In his contract,In the Officer’s personal diary,In the Staff Union constitution only,In a newspaper report,A,In his contract,1,"Correct. Under PSR Rule 020404(i), the conditions of service of an Officer on short-term appointment are those provided in his contract."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,18,Chapter2_Section4.xlsx,Chapter2_Section4,19,Chapter 2 Section 4,20404,"Do PSR privileges, emoluments or allowances automatically apply to an Officer on short-term appointment?","Yes, they apply automatically in every case","No, unless they are stated in the contract itself","Yes, if the Officer is above 50 years","Yes, if the Officer requests them",B,"No, unless they are stated in the contract itself",1,"Correct. Under PSR Rule 020404(i), the privileges, emoluments or allowances in the PSR do not apply to a short-term appointee unless stated in the contract itself."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,19,Chapter2_Section4.xlsx,Chapter2_Section4,20,Chapter 2 Section 4,20404,Questions on interpretation of a short-term appointment contract affecting conditions of service should be referred to whom?,The Office of the Head of the Civil Service of the Federation,The Officer’s family,The Staff Union only,The host department clerk,A,The Office of the Head of the Civil Service of the Federation,1,"Correct. Under PSR Rule 020404(i), questions on interpretation of a contract affecting conditions of service should be referred to the Office of the Head of the Civil Service of the Federation."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,20,Chapter2_Section4.xlsx,Chapter2_Section4,21,Chapter 2 Section 4,20404,"Under Rule 020404, what is the position of spouses married to Nigerians before Nigerian citizenship is granted?",They should remain on contract until granted Nigerian citizenship before being considered for permanent appointment,They must immediately become permanent Officers,They are automatically placed on pensionable appointment,They must be exempted from contract rules,A,They should remain on contract until granted Nigerian citizenship before being considered for permanent appointment,1,"Correct. Under PSR Rule 020404(iii), spouses married to Nigerians should remain on contract until granted Nigerian citizenship before being considered for permanent appointment."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,21,Chapter2_Section4.xlsx,Chapter2_Section4,22,Chapter 2 Section 4,20405,"Under Rule 020405, which body in an MDA identifies required skills for Contract Appointment?",The Senior Staff Committee,The Staff Union,The Pension Fund Administrator,The Officer’s family,A,The Senior Staff Committee,1,"Correct. Under PSR Rule 020405(i), MDAs through their Senior Staff Committee identify required skills and defend the skills at the OHCSF."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,22,Chapter2_Section4.xlsx,Chapter2_Section4,23,Chapter 2 Section 4,20405,What is the role of the OHCSF in the skill-identification process under Rule 020405?,To work out and approve waiver for the desired skills,To conduct burial arrangements,To approve annual leave rosters,To replace the Federal Civil Service Commission,A,To work out and approve waiver for the desired skills,1,"Correct. Under PSR Rule 020405(i), the OHCSF works out and approves waiver for the desired skills after the MDA defends the identified skills."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,23,Chapter2_Section4.xlsx,Chapter2_Section4,24,Chapter 2 Section 4,20405,Which form must a prospective applicant submit for Contract Appointment under Rule 020405?,FCSC Form 2,Form L.10,Form Gen. 60 only,Medical Board Form,A,FCSC Form 2,1,"Correct. Under PSR Rule 020405(ii), the prospective applicant must apply by submitting a duly filled FCSC Form 2 as required."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,24,Chapter2_Section4.xlsx,Chapter2_Section4,25,Chapter 2 Section 4,20405,"Under Rule 020405, Contract Appointment must not be made below which salary grade level?",SGL. 06,SGL. 10,SGL. 12,SGL. 15,C,SGL. 12,1,"Correct. Under PSR Rule 020405(iii), the post to which contract appointment is made must not be below SGL. 12."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,25,Chapter2_Section4.xlsx,Chapter2_Section4,26,Chapter 2 Section 4,20405,Contract Appointment must be based on what process under Rule 020405?,"Fair, open and competitive selection process",Secret nomination only,Automatic appointment by relatives,Unadvertised verbal agreement,A,"Fair, open and competitive selection process",1,"Correct. Under PSR Rule 020405(iv), Contract Appointment must be based on merit through a fair, open and competitive selection process."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,26,Chapter2_Section4.xlsx,Chapter2_Section4,27,Chapter 2 Section 4,20405,Contract Appointment under Rule 020405 must not jeopardize what?,The career prospects of serving Officers,The applicant’s private business,The Staff Union election timetable,The Officer’s leave address,A,The career prospects of serving Officers,1,"Correct. Under PSR Rule 020405(iv), Contract Appointment must not jeopardize the career prospects of serving Officers."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,27,Chapter2_Section4.xlsx,Chapter2_Section4,28,Chapter 2 Section 4,20405,"For Contract Appointment of non-Nigerians, who undertakes immigration responsibilities under Rule 020405?",Government,The Officer’s family,The Staff Union,The prospective applicant alone,A,Government,1,"Correct. Under PSR Rule 020405(v), Government undertakes immigration responsibilities, including relevant working or residence permit, for non-Nigerians."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,28,Chapter2_Section4.xlsx,Chapter2_Section4,29,Chapter 2 Section 4,20405,What is the normal duration of Contract Appointment under Rule 020405?,"One or two years, renewable but not more than four years in all",Seven years without renewal,Ten years automatically,Six months only,A,"One or two years, renewable but not more than four years in all",1,"Correct. Under PSR Rule 020405(vii), the duration of Contract Appointment should be one or two years and renewable, but not more than four years in all."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,29,Chapter2_Section4.xlsx,Chapter2_Section4,30,Chapter 2 Section 4,20406,"Under Rule 020406, a Contract Officer must be responsible for what as part of his duties?",Mentoring serving Officers,Approving his own promotion,Conducting political campaigns,Avoiding performance appraisal,A,Mentoring serving Officers,1,"Correct. Under PSR Rule 020406(i), a Contract Officer must, as part of his duties, be responsible for mentoring serving Officers as a condition for the contract appointment."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,30,Chapter2_Section4.xlsx,Chapter2_Section4,31,Chapter 2 Section 4,20406,What undertaking must a Contract Officer sign under Rule 020406?,To accept posting or transfer to any part of the country,To refuse posting outside headquarters,To avoid confidential reports,To demand automatic pension,A,To accept posting or transfer to any part of the country,1,"Correct. Under PSR Rule 020406(ii), a Contract Officer must sign an undertaking to accept posting or transfer to any part of the country."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,31,Chapter2_Section4.xlsx,Chapter2_Section4,32,Chapter 2 Section 4,20406,How are Officers appointed on contract appraised under Rule 020406?,Through confidential report as applicable in the Service,Through public voting,Through family recommendation only,They are not appraised,A,Through confidential report as applicable in the Service,1,"Correct. Under PSR Rule 020406(iii), Officers appointed on contract are subject to performance appraisal through confidential report as applicable in the Service."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,32,Chapter2_Section4.xlsx,Chapter2_Section4,33,Chapter 2 Section 4,20406,"Under Rule 020406, Contract staff must sign the oath of secrecy in line with which rule?",Rule 020210,Rule 120101,Rule 130401,Rule 100601,A,Rule 020210,1,"Correct. Under PSR Rule 020406(iv), Contract staff must sign the oath of secrecy in line with PSR Rule 020210."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,33,Chapter2_Section4.xlsx,Chapter2_Section4,34,Chapter 2 Section 4,20407,Who may terminate a Contract Appointment in accordance with the terms of the contract?,Government,The Officer’s landlord,The Staff Union,The Officer’s colleague,A,Government,1,"Correct. Under PSR Rule 020407(a), an appointment on contract may be terminated by Government at any time in accordance with the terms specified in the contract itself."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,34,Chapter2_Section4.xlsx,Chapter2_Section4,35,Chapter 2 Section 4,20407,A recommendation to terminate the appointment of a Contract Officer must be accompanied by what?,A full statement of the consideration which prompted it,A leave roster only,A Staff Union attendance list,A newspaper advert,A,A full statement of the consideration which prompted it,1,"Correct. Under PSR Rule 020407(a), a recommendation to the Federal Civil Service Commission for termination must be accompanied by a full statement of the consideration which prompted it."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,35,Chapter2_Section4.xlsx,Chapter2_Section4,36,Chapter 2 Section 4,20407,"On receiving a termination recommendation, what may the Federal Civil Service Commission decide?",Whether to terminate forthwith or allow the Officer to submit formal representation,Whether to grant annual leave only,Whether to pay burial expenses,Whether to appoint the Officer permanently without review,A,Whether to terminate forthwith or allow the Officer to submit formal representation,1,"Correct. Under PSR Rule 020407(a), the FCSC decides whether the appointment should be terminated forthwith or whether the Officer should be offered opportunity to submit formal representation before final decision."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,36,Chapter2_Section4.xlsx,Chapter2_Section4,37,Chapter 2 Section 4,20407,Termination of Contract Appointment by the holder is subject to what?,The terms of the contract,The Officer’s private preference only,The Staff Union constitution,The leave roster,A,The terms of the contract,1,"Correct. Under PSR Rule 020407(b), termination of a contract appointment by the holder is subject to the terms of the contract."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,37,Chapter2_Section4.xlsx,Chapter2_Section4,38,Chapter 2 Section 4,20407,Questions about waiving penalty under a contract agreement should be referred to whom?,The Office of the Head of the Civil Service of the Federation,The Officer’s family,The Staff Union Treasurer,The nearest newspaper office,A,The Office of the Head of the Civil Service of the Federation,1,"Correct. Under PSR Rule 020407(b), any question concerning waiver of penalty under a contract agreement shall be referred to the Office of the Head of the Civil Service of the Federation."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,38,Chapter2_Section4.xlsx,Chapter2_Section4,39,Chapter 2 Section 4,20408,An Officer on contract who desires re-engagement must notify Government how?,In writing through the Permanent Secretary or Head of Extra-Ministerial Office,By verbal message to a colleague,Through social media only,By refusing to proceed on leave,A,In writing through the Permanent Secretary or Head of Extra-Ministerial Office,1,"Correct. Under PSR Rule 020408, an Officer serving on contract who desires re-engagement must inform Government in writing through the Permanent Secretary or Head of Extra-Ministerial Office."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,39,Chapter2_Section4.xlsx,Chapter2_Section4,40,Chapter 2 Section 4,20408,How long before leave is due must a Contract Officer request re-engagement?,Not less than four months,One week,One year,Two days,A,Not less than four months,1,"Correct. Under PSR Rule 020408, the Officer must give written notification not less than four months before his leave is due."
5,ch2-s04-p01,4,1,2,PSR Chapter 2 Section 4 - Part 1,Chapter 2 Section 4 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 1 of 2.",2-41,40,40,40,Chapter2_Section4.xlsx,Chapter2_Section4,41,Chapter 2 Section 4,20408,"If a Contract Officer gives no notification of desire for re-engagement, what may be assumed?",That he does not desire re-engagement,That he is automatically re-engaged,That he must be promoted,That he is on study leave,A,That he does not desire re-engagement,1,"Correct. Under PSR Rule 020408, in the absence of notification, it may be assumed that the Contract Officer does not desire re-engagement."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,1,Chapter2_Section4.xlsx,Chapter2_Section4,42,Chapter 2 Section 4,20409,"After receiving a Contract Officer’s request for re-engagement, whose consent must the Permanent Secretary or Head obtain before forwarding recommendation to the FCSC?",The Office of the Head of the Civil Service of the Federation,The Staff Union,The Officer’s family,The Pension Fund Administrator,A,The Office of the Head of the Civil Service of the Federation,1,"Correct. Under PSR Rule 020409, the Permanent Secretary or Head of Extra-Ministerial Office must obtain the consent of the OHCSF before forwarding recommendation for re-engagement to the Federal Civil Service Commission."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,2,Chapter2_Section4.xlsx,Chapter2_Section4,43,Chapter 2 Section 4,20409,What report must accompany the re-engagement recommendation unless recently forwarded?,An up-to-date confidential report on the Officer,A leave address form,A medical bill,A newspaper advert,A,An up-to-date confidential report on the Officer,1,"Correct. Under PSR Rule 020409, an up-to-date confidential report on the Officer must be enclosed unless such report has been forwarded within the previous two months."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,3,Chapter2_Section4.xlsx,Chapter2_Section4,44,Chapter 2 Section 4,20409,What may the Permanent Secretary receive in reply under Rule 020409?,Authority to inform the Officer that arrangements will be made to offer re-engagement,Authority to dismiss all contract staff automatically,A leave roster for the next year,A pension clearance certificate,A,Authority to inform the Officer that arrangements will be made to offer re-engagement,1,"Correct. Under PSR Rule 020409(a), the Permanent Secretary or Head may receive authority to inform the Officer that arrangements will be made to offer re-engagement during leave and the proposed terms."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,4,Chapter2_Section4.xlsx,Chapter2_Section4,45,Chapter 2 Section 4,20409,"Where the original and duplicate re-engagement contract are received, what should the Permanent Secretary or Head do?","Obtain the Officer’s witnessed signature on both copies, deliver the duplicate to the Officer and return the original to OHCSF",Destroy both copies,Keep both copies without signature,Send both copies to the Staff Union,A,"Obtain the Officer’s witnessed signature on both copies, deliver the duplicate to the Officer and return the original to OHCSF",1,"Correct. Under PSR Rule 020409(b), the Permanent Secretary or Head obtains the Officer’s witnessed signature on both copies, delivers the duplicate to the Officer and returns the original to the OHCSF."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,5,Chapter2_Section4.xlsx,Chapter2_Section4,46,Chapter 2 Section 4,20410,"If a Permanent Secretary cannot recommend re-engagement of a Contract Officer, whose approval must be sought before informing the Officer?",The Federal Civil Service Commission,The Staff Union,The Officer’s family,The Accountant-General,A,The Federal Civil Service Commission,1,"Correct. Under PSR Rule 020410, where the Permanent Secretary or Head cannot recommend re-engagement, approval of the Federal Civil Service Commission must be sought before informing the Officer."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,6,Chapter2_Section4.xlsx,Chapter2_Section4,47,Chapter 2 Section 4,20410,"After approval is received not to re-engage a Contract Officer, what must the Permanent Secretary do?",Inform the Officer without delay,Wait until after retirement,Publish the matter in newspapers first,Ignore the Officer’s request,A,Inform the Officer without delay,1,"Correct. Under PSR Rule 020410, after receiving approval, the Permanent Secretary or Head of Extra-Ministerial Office must inform the Officer without delay that he will not be re-engaged."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,7,Chapter2_Section4.xlsx,Chapter2_Section4,48,Chapter 2 Section 4,20411,When will service under a new contract be treated as continuous?,Where re-engagement is completed by signing a new contract before the end of vacation leave under the expiring contract,Where the Officer signs after five years,Where the Officer gives no notice,Where the Officer refuses to sign,A,Where re-engagement is completed by signing a new contract before the end of vacation leave under the expiring contract,1,"Correct. Under PSR Rule 020411, service under a new contract is treated as continuous if re-engagement is completed by signing a new contract before the end of vacation leave granted under the expiring contract."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,8,Chapter2_Section4.xlsx,Chapter2_Section4,49,Chapter 2 Section 4,20412,"Where retired Officers are re-engaged into career posts, on what grade level are they appointed?",The grade level immediately below that on which they retired,The same grade level plus two levels,Any grade level chosen by the Officer,SGL. 01 only,A,The grade level immediately below that on which they retired,1,"Correct. Under PSR Rule 020412, retired Officers re-engaged into career posts are appointed on the grade level immediately below that on which they retired."
